,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,ACC0,ACC1,ACC2,GYR0,GYR1,GYR2,ENC0,ENC1,ENC2,ENC3,ENC4,ENC5,BUTTON,SYNC,ts
2684,10,8,59,3524,3793,3606,1867,10,5,5,24,23,2585,2016,76,65,1959,936,0,4,12,909,947,45,16,14,40,1402,939,8,3304,746,40,14,9,8,12,34,913,840,40,25,15,11,11,10,10,14,26,22,-25,-36,73,133,-19,-42,23,27,34,32,13,0,0,20,1242672
2685,12,9,49,3495,3779,3571,1838,10,6,6,10,22,2583,1997,74,64,1926,921,11,5,1,914,942,45,14,13,37,1396,934,8,3313,735,38,14,8,8,12,32,910,830,43,27,16,14,12,10,11,14,28,25,-26,-38,74,133,-16,-42,23,27,34,41,13,0,0,0,1242705
2686,12,8,65,3458,3763,3487,1760,9,6,7,9,23,2592,1976,74,64,1877,902,11,2,2,927,944,40,14,12,36,1398,934,8,3341,746,37,14,9,8,11,30,917,830,42,24,12,13,11,9,10,14,24,22,-23,-37,71,129,-19,-40,23,27,34,50,13,0,0,0,1242738
2687,12,7,56,3420,3742,3360,1687,9,5,5,9,22,2577,1959,74,62,1845,888,10,6,4,930,945,41,15,13,36,1397,933,8,3345,744,37,14,9,7,12,31,911,827,38,26,14,12,12,9,10,14,25,23,-26,-37,73,132,-23,-38,23,27,34,56,13,0,0,0,1242771
2688,11,9,54,3387,3725,3253,1642,8,6,5,10,22,2573,1944,72,60,1818,876,10,4,13,942,956,46,16,14,38,1404,939,8,3358,750,41,20,9,9,9,34,919,831,42,26,14,12,10,9,10,14,24,22,-25,-37,71,130,-19,-40,23,27,34,61,13,0,0,0,1242804
2689,11,8,54,3365,3706,3178,1608,8,6,5,0,22,2560,1929,68,56,1799,863,12,4,1,933,946,41,13,13,36,1394,931,8,3339,742,31,12,8,8,11,32,910,820,22,27,15,4,12,9,8,16,27,24,-25,-37,73,130,-23,-39,23,27,34,64,13,0,0,0,1242837
2690,7,8,53,3346,3691,3129,1587,8,5,5,8,22,2563,1930,72,60,1797,865,11,5,3,936,947,41,15,13,36,1394,931,8,3335,740,37,14,8,8,12,29,911,815,40,26,16,13,11,10,11,14,25,23,-26,-37,72,128,-23,-36,23,27,35,66,13,0,0,0,1242870
2691,10,8,65,3331,3668,3102,1577,9,6,6,9,22,2556,1922,71,58,1789,861,10,5,2,936,945,42,15,13,36,1394,934,8,3331,738,37,12,8,8,9,32,914,812,40,26,14,12,10,9,11,14,24,22,-26,-37,72,126,-20,-35,23,27,35,69,13,0,0,0,1242903
2692,9,7,53,3320,3650,3084,1565,8,6,6,0,21,2547,1910,68,55,1778,851,10,6,2,935,943,40,15,12,35,1393,933,9,3327,738,37,13,8,8,12,31,915,810,39,26,14,11,10,9,10,14,24,22,-24,-36,71,125,-21,-31,23,27,35,70,13,0,0,0,1242936
2693,6,8,64,3313,3635,3073,1562,8,5,5,9,21,2552,1915,71,58,1779,857,10,4,13,943,950,44,16,13,38,1399,939,8,3322,734,36,14,9,8,11,31,914,808,40,25,25,13,11,9,10,14,26,22,-25,-36,71,124,-23,-29,23,27,35,70,13,0,0,0,1242969
2694,22,8,51,3308,3623,3067,1560,12,3,6,10,22,2549,1911,71,58,1776,855,11,5,12,942,950,43,14,12,38,1398,940,8,3331,742,40,15,9,8,12,34,922,817,39,26,15,13,11,9,11,13,23,22,-26,-37,70,122,-20,-28,23,27,35,70,13,0,0,0,1243002
2695,12,8,54,3300,3609,3062,1558,9,3,5,10,22,2550,1913,71,59,1787,855,10,5,1,934,941,41,14,13,36,1389,931,8,3310,733,37,14,8,7,11,32,914,807,42,24,16,13,12,10,11,16,26,23,-26,-36,71,119,-20,-26,23,27,35,71,13,0,0,0,1243035
2696,0,8,42,3295,3601,3059,1559,9,6,5,9,22,2545,1903,70,57,1773,854,10,4,14,942,950,44,16,14,39,1396,938,8,3321,744,40,11,10,8,12,33,920,814,41,25,14,10,12,9,10,15,25,23,-26,-36,72,117,-22,-23,23,27,35,71,13,0,0,0,1243068
2697,11,8,54,3294,3597,3063,1560,9,6,16,11,22,2548,1902,70,57,1769,852,11,8,2,930,940,42,14,13,36,1385,927,8,3299,731,37,16,8,8,11,32,913,809,42,28,16,11,10,11,11,14,28,23,-26,-37,71,114,-20,-20,23,27,35,70,13,0,0,0,1243101
2698,11,8,52,3297,3598,3073,1561,6,5,5,9,21,2549,1905,71,58,1766,852,4,5,0,933,946,41,15,12,38,1390,933,8,3307,725,40,14,9,8,11,26,921,819,40,25,14,13,10,9,10,13,25,23,-26,-36,72,111,-20,-15,23,27,35,70,13,0,0,0,1243134
2699,11,8,54,3316,3610,3107,1580,9,6,6,10,21,2550,1905,70,57,1765,854,11,5,16,932,955,46,16,13,38,1390,937,8,3310,740,36,16,10,9,12,33,926,832,43,29,15,13,13,10,8,14,28,25,-27,-36,70,107,-20,-12,23,27,35,66,13,0,0,0,1243167
2700,12,9,43,3341,3633,3133,1594,9,0,6,10,22,2547,1908,70,59,1773,859,12,5,12,926,943,45,16,12,37,1388,935,8,3313,746,41,14,8,7,12,34,924,845,42,27,17,14,12,9,11,14,27,24,-27,-35,69,103,-16,-9,23,27,35,60,13,0,0,0,1243200
2701,30,9,66,3381,3663,3188,1626,8,4,5,9,22,2553,1918,71,51,1788,871,11,5,13,923,934,44,14,13,38,1390,929,9,3313,747,39,16,9,8,12,33,917,853,43,27,16,13,12,10,13,12,28,25,-27,-36,70,101,-13,-8,23,27,35,53,13,0,0,0,1243233
2702,11,8,56,3427,3695,3262,1670,9,6,6,9,21,2539,1931,71,60,1811,880,10,4,13,919,943,46,17,14,38,1388,925,9,3319,754,41,15,10,8,12,34,918,862,40,25,15,13,11,10,11,14,26,23,-26,-36,70,97,-17,-3,23,27,34,45,13,0,0,0,1243266
2703,10,8,57,3473,3727,3339,1711,10,0,5,9,21,2538,1949,72,59,1849,895,9,4,1,906,932,41,14,13,36,1377,915,8,3307,749,38,13,9,8,11,32,901,860,40,25,14,14,10,9,10,14,25,22,-27,-36,71,95,-17,0,23,27,34,36,13,0,0,0,1243299
2704,10,12,57,3507,3749,3381,1738,9,6,5,9,21,2540,1969,72,60,1892,916,8,5,13,912,942,35,16,14,39,1386,924,8,3330,759,36,16,9,7,12,33,908,873,40,25,14,13,10,9,11,14,25,22,-27,-36,72,93,-11,1,23,27,34,28,13,0,0,0,1243332
2705,12,0,54,3539,3766,3429,1758,10,7,5,7,22,2547,1988,73,62,1930,937,11,4,13,911,943,46,16,14,40,1393,929,10,3342,761,41,14,5,8,12,34,911,876,41,26,16,15,12,10,11,16,27,25,-26,-36,71,91,-13,4,23,27,34,22,13,0,0,0,1243365
2706,12,9,60,3560,3775,3455,1771,9,7,6,9,24,2561,2004,65,64,1960,956,12,4,1,902,933,43,14,12,37,1389,925,8,3346,754,38,14,9,8,8,32,906,873,43,28,16,12,12,10,12,16,27,24,-28,-36,70,91,-7,7,23,27,34,16,13,0,0,0,1243398
2707,0,9,58,3571,3781,3476,1779,9,5,6,0,21,2564,2011,69,61,1974,964,10,5,0,900,934,43,15,14,37,1395,927,9,3359,741,37,14,8,7,12,30,906,874,40,25,14,12,11,10,11,14,25,24,-28,-36,70,90,-6,10,23,27,33,11,13,0,0,0,1243431
2708,10,8,60,3583,3791,3502,1795,10,8,6,10,22,2578,2028,73,64,1998,974,11,0,2,902,935,41,15,13,37,1396,929,8,3373,756,38,14,8,8,12,32,909,875,41,26,14,10,11,10,10,12,25,23,-27,-37,70,86,-6,12,23,27,33,9,13,0,0,0,1243464
2709,11,8,60,3583,3795,3521,1805,9,6,5,9,22,2590,2038,74,66,2011,997,12,4,1,900,933,43,15,13,36,1396,928,8,3375,754,37,13,8,7,12,31,909,873,40,25,14,14,10,8,10,13,26,22,-27,-36,70,82,-5,14,23,27,33,8,13,0,0,0,1243497
2710,10,8,61,3583,3800,3541,1818,9,7,5,10,22,2587,2037,75,65,2019,993,10,8,12,908,941,47,16,14,41,1405,937,9,3388,761,41,13,9,8,11,33,913,879,41,25,14,12,10,10,11,14,26,22,-27,-35,71,80,1,14,23,27,33,8,13,0,0,0,1243530
2711,13,10,62,3583,3806,3561,1829,10,6,7,10,24,2585,2042,74,65,2025,995,10,6,12,906,941,45,16,13,40,1404,936,8,3387,760,41,14,9,8,13,27,912,877,42,27,16,12,11,10,10,16,28,24,-26,-37,71,78,-2,17,23,27,33,8,13,0,0,0,1243563
2712,10,12,61,3588,3807,3578,1842,10,7,6,10,24,2587,2042,75,66,2030,994,12,4,14,906,940,46,14,14,41,1403,936,8,3386,760,40,16,9,0,13,34,912,874,44,26,11,12,12,9,11,15,28,24,-27,-36,70,75,-5,18,23,27,32,8,13,0,0,0,1243596
2713,23,8,52,3583,3808,3598,1852,10,8,6,10,23,2577,2045,74,65,2033,994,11,4,2,896,933,43,15,14,38,1397,928,9,3366,751,38,15,9,7,11,30,902,865,47,28,17,13,12,11,12,16,27,25,-26,-35,70,74,1,18,23,27,32,8,13,0,0,0,1243629
2714,11,10,62,3583,3814,3617,1862,13,8,6,0,21,2575,2035,70,62,2026,986,12,5,1,895,931,41,14,13,36,1394,928,8,3365,750,39,15,8,8,12,32,902,865,41,26,14,11,11,9,9,14,24,23,-27,-35,71,74,-4,22,23,27,32,8,13,0,0,0,1243662
2715,11,8,60,3579,3812,3629,1868,8,6,4,16,23,2582,2045,76,66,2034,990,12,5,13,905,938,45,16,14,41,1401,935,9,3376,754,46,16,9,6,12,33,911,867,40,24,14,13,11,9,10,14,24,22,-28,-36,70,73,-4,25,23,27,32,9,13,0,0,0,1243695
2716,0,8,61,3572,3813,3642,1880,10,6,5,9,22,2583,2038,75,66,2029,981,11,4,13,904,939,46,17,14,40,1403,938,9,3371,751,41,16,9,8,12,32,913,859,44,28,16,13,12,10,12,15,27,25,-28,-36,70,71,1,26,23,27,32,11,13,0,0,0,1243728
2717,0,8,62,3564,3814,3652,1887,11,7,6,11,22,2581,2032,75,66,2004,969,12,12,0,902,940,45,16,14,40,1400,937,8,3358,749,41,16,9,8,13,35,916,850,58,27,16,12,11,10,12,18,26,24,-28,-36,70,70,4,30,23,27,31,17,13,0,0,0,1243761
2718,10,8,59,3549,3813,3652,1879,10,6,5,10,22,2577,2027,76,66,1986,955,12,4,1,895,931,44,15,13,37,1391,931,9,3333,738,37,13,9,7,11,31,912,830,42,27,16,12,11,10,8,16,27,24,-28,-37,70,64,5,33,23,26,31,27,13,0,0,0,1243794
2719,11,8,60,3533,3817,3637,1869,7,6,5,9,22,2570,2015,74,76,1965,941,11,4,2,903,935,42,14,13,38,1389,936,9,3330,735,37,14,9,7,11,30,914,826,40,25,14,13,10,8,10,14,26,23,-27,-36,69,61,9,35,23,26,31,37,13,0,0,0,1243827
2720,11,8,59,3516,3801,3608,1843,9,6,5,5,18,2566,1998,76,65,1933,933,12,4,12,914,944,44,16,13,40,1393,944,7,3353,743,40,26,10,8,12,34,922,830,40,26,14,10,10,9,10,13,24,22,-25,-35,71,61,8,37,23,26,32,45,13,0,0,0,1243860
2721,10,8,58,3490,3787,3553,1804,9,6,5,9,21,2560,1986,75,65,1922,924,12,5,12,923,947,45,13,14,40,1395,952,8,3366,744,40,20,9,8,12,34,928,821,42,27,16,16,12,10,12,16,28,24,-27,-36,71,60,8,38,23,26,32,51,13,0,0,0,1243893
2722,0,9,55,3466,3767,3474,1755,10,8,5,0,21,2544,1963,69,58,1897,907,10,2,1,920,940,43,14,13,37,1384,951,8,3361,739,37,14,9,7,12,32,922,809,42,27,16,12,12,10,22,16,26,24,-26,-36,70,60,5,37,23,26,32,57,13,0,0,0,1243926
2723,11,8,57,3447,3755,3389,1721,9,5,5,9,22,2548,1962,74,62,1888,914,11,5,13,932,951,44,14,14,38,1401,962,8,3371,746,40,14,6,8,13,34,937,805,41,25,14,13,10,9,8,13,25,21,-27,-36,71,59,5,37,23,26,33,62,13,0,0,0,1243959
2724,7,9,56,3425,3738,3299,1683,9,6,6,10,34,2539,1950,73,61,1870,890,12,2,13,924,951,45,16,14,30,1388,966,8,3347,744,40,15,9,8,11,23,937,795,46,29,16,14,12,10,12,16,27,25,-27,-36,71,57,5,39,23,26,33,66,13,0,0,0,1243992
2725,12,9,55,3407,3725,3228,1658,9,6,5,10,21,2531,1940,72,49,1861,876,9,5,9,938,953,44,16,13,39,1375,967,8,3322,735,30,14,9,8,12,32,932,782,42,28,16,12,12,10,11,18,18,25,-26,-36,70,55,5,41,23,26,34,69,13,0,0,0,1244025
2726,11,7,54,3390,3710,3184,1646,10,6,6,13,21,2525,1935,73,61,1862,868,11,5,12,940,953,44,16,13,38,1384,967,8,3334,741,40,14,10,8,12,33,940,790,39,23,13,12,11,10,10,13,25,22,-27,-36,71,53,5,44,23,26,35,71,13,0,0,0,1244058
2727,10,8,54,3371,3700,3149,1627,8,5,6,10,22,2525,1928,72,57,1836,860,12,5,13,941,953,56,16,14,39,1385,967,8,3323,741,40,24,8,8,12,33,939,779,43,28,17,12,12,11,11,14,27,24,-27,-36,71,53,5,48,23,26,35,72,13,0,0,0,1244091
2728,12,8,54,3368,3691,3135,1617,10,8,5,24,20,2524,1928,72,59,1825,855,12,5,30,947,952,54,16,13,36,1384,965,8,3315,740,41,16,10,8,12,34,937,777,42,26,16,13,12,10,11,14,27,24,-27,-37,70,51,8,49,23,26,35,73,13,0,0,0,1244124
2729,12,8,54,3362,3680,3127,1610,9,6,7,9,22,2524,1923,73,60,1818,849,11,4,12,939,950,44,16,14,38,1380,964,6,3270,736,41,14,9,8,12,40,936,772,42,27,16,14,12,10,12,15,26,24,-27,-37,70,52,10,50,23,26,36,74,13,0,0,0,1244157
2730,11,9,54,3347,3671,3117,1604,10,4,2,10,20,2521,1917,73,59,1812,844,10,5,13,938,950,46,16,14,38,1380,965,9,3246,735,39,14,9,8,12,33,935,771,42,26,16,12,12,11,11,16,28,25,-26,-37,71,52,7,52,23,26,36,74,13,0,0,0,1244190
2731,8,8,54,3334,3662,3115,1602,9,6,12,0,21,2520,1912,72,59,1805,843,11,7,12,936,948,44,15,13,38,1377,962,8,3219,735,40,13,10,8,12,34,938,774,39,25,13,10,11,11,10,14,26,22,-27,-36,71,51,10,53,23,26,36,74,13,0,0,0,1244223
2732,11,9,53,3332,3651,3116,1601,9,6,6,11,21,2523,1917,72,69,1800,843,12,4,2,926,938,40,14,11,36,1370,950,8,3182,726,36,12,8,8,11,31,930,769,41,27,16,14,12,10,12,14,28,24,-26,-37,71,52,11,52,23,26,36,74,13,0,0,0,1244256
2733,10,7,54,3329,3645,3118,1598,9,6,0,0,19,2519,1901,67,56,1785,834,9,5,1,925,937,42,14,13,36,1370,949,8,3165,726,36,13,9,8,10,31,926,774,40,27,14,12,11,10,12,13,26,22,-26,-38,71,52,7,53,23,26,36,74,13,0,0,0,1244289
2734,11,8,53,3329,3643,3125,1601,8,6,5,10,22,2530,1910,71,60,1789,841,11,3,1,917,935,42,14,12,35,1368,948,8,3155,731,35,14,9,8,12,30,923,791,39,25,13,12,10,9,10,13,24,22,-26,-37,71,51,6,53,23,26,36,73,13,0,0,0,1244322
2735,10,8,52,3340,3650,3142,1607,8,6,5,10,21,2538,1913,72,60,1789,850,11,4,12,921,943,41,16,13,37,1380,946,8,3171,746,39,14,9,7,12,33,927,820,39,24,11,13,12,9,11,13,25,22,-26,-38,72,53,5,54,23,26,36,70,13,0,0,0,1244355
2736,9,9,55,3366,3664,3165,1616,9,7,5,10,21,2544,1915,81,59,1793,860,11,4,1,911,935,43,15,13,36,1374,928,8,3159,744,36,13,9,8,11,30,910,834,42,28,16,13,12,11,12,15,27,23,-26,-40,72,54,2,54,23,26,35,65,13,0,0,0,1244388
2737,6,8,55,3397,3688,3209,1641,8,6,6,9,22,2549,1925,73,60,1818,870,12,7,1,908,933,41,15,12,36,1377,919,8,3162,748,38,14,10,8,11,32,905,848,40,25,13,10,11,9,10,13,24,22,-26,-40,72,54,1,52,23,26,35,56,13,0,0,0,1244421
2738,0,7,55,3432,3713,3267,1673,9,5,6,0,29,2545,1936,70,57,1812,868,10,5,1,905,930,40,14,12,35,1375,910,8,3178,750,36,12,9,7,11,29,898,856,38,24,15,13,11,9,10,13,25,31,-27,-40,70,55,0,50,23,26,35,48,13,0,0,0,1244454
2739,11,8,57,3477,3746,3341,1722,8,6,5,30,21,2554,1967,73,61,1847,881,10,5,13,909,938,44,17,14,39,1388,914,9,3195,760,40,16,10,8,12,33,901,870,39,25,16,12,11,10,10,14,24,23,-27,-39,73,61,7,44,23,26,35,39,13,0,0,0,1244487
2740,11,9,59,3504,3765,3402,1759,10,6,4,16,22,2557,1990,76,64,1888,899,4,5,28,902,935,46,16,13,38,1381,915,8,3183,760,42,15,0,9,13,34,900,872,41,30,15,14,12,10,11,14,27,24,-26,-43,73,62,7,41,23,26,35,31,13,0,0,0,1244520
2741,12,8,58,3531,3775,3443,1783,9,6,6,16,22,2566,2007,74,65,1921,912,12,0,7,902,934,46,17,14,39,1387,920,9,3178,759,37,12,9,8,11,30,893,864,42,39,16,14,12,10,12,16,27,24,-25,-38,74,63,3,39,23,26,34,25,13,0,0,0,1244553
2742,11,9,60,3553,3786,3478,1800,10,5,5,9,23,2575,2022,75,64,1951,931,10,6,0,894,929,43,16,13,37,1385,917,8,3204,754,39,13,10,8,12,32,896,866,39,25,14,11,12,9,10,14,24,21,-28,-40,74,67,12,33,23,26,34,19,13,0,0,0,1244586
2743,11,8,66,3561,3791,3500,1814,9,6,6,10,24,2584,2035,72,65,1972,945,12,5,13,897,935,44,16,14,39,1393,925,8,3262,762,40,16,10,8,9,34,904,875,40,25,13,10,12,9,9,13,24,22,-23,-39,73,70,3,30,23,26,34,16,13,0,0,0,1244619
2744,12,8,60,3564,3792,3523,1823,10,6,6,9,22,2591,2043,76,65,1986,953,12,4,13,900,939,46,16,14,41,1398,929,8,3272,761,41,7,9,8,12,34,903,872,42,26,16,13,13,11,11,16,27,24,-26,-39,73,72,5,29,23,26,34,14,13,0,0,0,1244652
2745,13,8,64,3567,3796,3541,1835,10,6,6,9,22,2597,2049,76,72,1993,955,12,6,12,899,939,45,16,14,40,1400,928,8,3277,760,42,16,10,8,12,35,904,872,43,27,16,14,12,9,10,22,26,26,-24,-39,73,75,7,25,23,26,34,14,13,0,0,0,1244685
2746,12,8,61,3560,3799,3557,1846,10,6,6,10,23,2599,2053,77,66,1997,959,12,5,17,897,937,46,16,14,38,1399,930,9,3277,761,40,14,9,8,12,34,903,872,41,26,16,14,12,10,11,15,26,24,-24,-40,74,76,2,24,23,26,34,14,13,0,0,0,1244718
2747,12,9,61,3567,3804,3573,1857,10,5,5,9,22,2599,2053,76,65,2005,959,10,5,2,890,931,44,16,14,38,1395,922,8,3259,752,35,13,10,7,11,31,894,862,42,28,16,12,13,11,11,16,28,25,-25,-40,74,76,0,22,23,26,34,14,13,0,0,21,1244751
2748,0,8,61,3570,3809,3588,1870,10,5,5,11,24,2604,2059,85,66,2010,958,12,4,13,898,937,45,16,13,40,1402,929,8,3276,762,41,23,10,8,13,34,902,870,34,24,14,11,12,10,10,14,25,23,-26,-40,74,79,1,19,23,26,34,14,13,0,0,21,1244784
2749,12,9,60,3565,3814,3604,1882,10,6,6,8,24,2608,2068,77,66,2017,961,12,5,13,895,936,44,7,14,40,1401,927,9,3273,760,40,16,10,8,17,33,900,869,41,27,16,13,12,10,11,14,27,22,-24,-40,74,83,4,13,23,26,34,14,13,0,0,21,1244817
2750,10,9,54,3566,3818,3619,1891,10,6,7,19,22,2603,2065,76,67,2019,960,11,5,5,896,936,48,17,14,40,1401,928,9,3271,758,40,14,10,8,13,38,898,866,43,28,16,14,12,11,12,16,28,30,-24,-40,75,85,-2,10,23,26,33,14,13,0,0,21,1244850
2751,13,8,62,3555,3815,3633,1900,11,18,5,10,35,2601,2061,76,66,2012,946,11,4,1,888,928,43,14,13,37,1393,923,8,3250,749,39,15,9,8,12,32,897,854,42,39,16,13,12,10,13,15,27,16,-23,-40,75,88,-2,5,23,26,33,14,13,0,0,21,1244883
2752,10,20,60,3546,3811,3642,1901,9,8,4,0,21,2591,2044,72,64,1990,943,12,4,0,890,928,42,15,12,36,1395,927,8,3237,743,37,12,8,7,11,31,901,845,40,24,14,13,11,9,10,14,25,22,-24,-39,74,90,-1,2,23,26,33,18,13,0,0,21,1244916
2753,10,7,60,3535,3809,3647,1902,10,13,6,10,22,2594,2041,76,66,1982,939,10,4,12,899,937,46,17,14,40,1401,935,9,3240,747,38,15,12,8,12,34,908,844,40,26,20,11,11,10,10,14,25,23,-24,-39,74,91,-4,-1,23,26,33,23,13,0,0,21,1244949
2754,10,8,58,3525,3807,3645,1898,10,6,5,19,22,2592,2036,76,58,1961,926,1,5,12,902,941,44,16,13,40,1400,938,9,3234,745,46,15,10,8,12,33,919,832,38,26,14,12,11,10,10,14,24,22,-24,-40,76,97,-5,-4,23,26,33,30,13,0,0,21,1244982
2755,9,8,59,3505,3803,3631,1880,10,16,6,10,22,2588,2023,77,66,1923,908,11,5,11,912,945,45,16,14,38,1397,949,0,3236,744,40,14,10,8,12,34,924,823,41,27,16,13,13,11,12,15,27,24,-24,-38,75,98,-7,-7,23,26,33,37,13,0,0,21,1245015
2756,8,8,52,3479,3799,3602,1827,21,6,6,9,22,2570,2004,74,64,1881,886,11,5,13,929,949,44,17,14,39,1401,961,13,3266,750,40,16,10,8,12,40,933,817,19,28,17,13,12,10,12,16,27,18,-24,-38,75,100,-11,-9,23,26,33,45,13,0,0,21,1245048
2757,12,8,58,3444,3784,3506,1737,10,6,4,10,22,2563,1980,74,64,1848,874,11,5,12,939,959,46,16,13,38,1403,964,8,3282,753,40,14,10,9,13,34,936,811,54,26,15,15,12,10,11,12,27,24,-23,-37,75,102,-14,-11,23,26,33,53,13,0,0,21,1245081
2758,12,8,56,3416,3766,3353,1663,10,6,5,8,23,2561,1968,74,62,1825,859,12,5,2,938,943,41,16,14,36,1397,959,8,3267,742,37,12,9,8,11,30,925,798,18,26,16,14,13,10,11,15,27,24,-24,-38,74,104,-10,-16,23,26,34,59,13,0,0,21,1245114
2759,11,9,55,3380,3746,3228,1614,10,0,6,10,22,2560,1949,73,60,1802,854,11,0,1,941,944,43,16,13,37,1396,958,8,3265,753,37,13,10,8,11,31,923,798,40,25,14,9,12,8,10,15,26,22,-23,-38,73,104,-10,-20,23,26,34,63,13,0,0,21,1245147
2760,10,8,54,3353,3723,3144,1581,6,6,5,0,22,2551,1932,69,56,1777,841,10,5,2,940,941,40,14,12,34,1394,954,8,3255,743,38,14,9,8,11,32,921,799,38,25,10,13,8,10,11,13,25,22,-24,-37,72,104,-13,-21,23,26,34,66,13,0,0,21,1245180
2761,10,8,52,3334,3703,3093,1558,5,5,5,10,22,2547,1931,72,60,1775,842,11,4,2,946,942,42,16,14,35,1394,951,7,3241,749,34,12,9,7,10,31,915,798,40,26,14,12,12,10,11,14,25,23,-24,-37,74,105,-14,-22,23,26,35,68,13,0,0,21,1245213
2762,12,8,54,3323,3688,3070,1550,9,6,7,6,10,2552,1924,72,56,1766,839,11,4,12,946,947,44,16,13,37,1400,953,7,3250,748,40,16,10,8,12,34,921,808,39,26,14,13,11,9,11,13,26,22,-25,-37,74,108,-13,-21,23,26,35,69,13,0,0,21,1245246
2763,12,8,53,3317,3675,3059,1544,9,6,5,19,22,2550,1919,73,59,1761,829,10,3,13,945,945,44,16,13,37,1396,949,7,3241,747,40,15,10,8,11,34,918,810,39,12,10,13,11,10,10,13,24,22,-25,-37,73,110,-14,-20,23,26,35,69,13,0,0,21,1245279
2764,11,8,53,3309,3662,3049,1538,8,6,5,27,21,2548,1916,78,59,1760,839,11,5,13,945,947,44,16,13,38,1396,950,9,3214,736,36,14,9,10,11,30,910,801,17,27,16,14,12,10,11,14,28,24,-24,-37,75,113,-15,-21,23,26,35,69,13,0,0,21,1245312
2765,11,9,62,3306,3653,3043,1534,8,7,5,7,21,2542,1911,72,57,1755,838,10,4,2,936,937,41,16,13,35,1386,939,8,3208,737,36,15,10,8,12,30,912,804,40,25,14,13,12,9,10,13,25,21,-23,-37,73,112,-16,-22,23,26,35,69,13,0,0,21,1245345
2766,12,7,52,3306,3651,3046,1535,8,5,6,9,22,2542,1909,73,58,1755,839,10,4,2,931,935,42,15,12,34,1384,937,8,3199,736,38,13,8,8,11,31,911,808,39,24,15,12,11,9,10,13,24,21,-23,-37,73,113,-17,-26,23,26,35,69,13,0,0,21,1245378
2767,11,12,53,3308,3650,3059,1541,9,4,5,20,21,2539,1909,72,57,1754,839,10,4,13,935,941,44,17,14,38,1391,943,8,3198,739,40,13,9,8,12,32,918,818,40,26,15,13,11,9,11,14,25,22,-24,-37,72,114,-22,-27,23,26,35,67,13,0,0,21,1245411
2768,11,9,54,3321,3659,3091,1559,16,7,6,25,22,2533,1908,69,59,1756,838,12,5,12,932,939,53,15,13,34,1389,945,8,3191,742,40,17,10,19,12,34,925,828,41,27,11,14,12,10,11,14,28,24,-26,-36,74,117,-16,-28,23,26,35,64,13,0,0,21,1245444
2769,0,7,54,3330,3661,3115,1565,10,6,6,0,21,2524,1900,69,56,1749,836,11,6,1,922,930,40,15,12,34,1379,931,9,3169,737,36,12,9,6,11,30,917,828,42,27,16,13,12,10,12,14,26,24,-24,-37,74,119,-18,-30,23,26,35,60,13,0,0,21,1245477
2770,10,8,54,3355,3678,3154,1593,8,6,6,9,21,2528,1907,72,59,1764,849,10,5,2,920,933,42,16,13,36,1381,927,9,3167,738,37,14,9,8,11,30,912,835,40,25,15,12,12,10,10,14,25,22,-24,-37,72,120,-20,-30,23,26,35,55,13,0,0,21,1245510
2771,0,6,55,3372,3687,3203,1626,9,6,5,0,21,2517,1909,68,56,1771,847,10,4,1,916,930,40,14,12,34,1379,923,7,3169,740,37,14,10,8,12,30,914,842,38,24,14,12,11,8,9,13,25,22,-25,-36,72,122,-18,-32,23,26,35,50,13,0,0,21,1245543
2772,11,8,54,3405,3704,3246,1662,8,5,4,9,21,2525,1927,73,60,1798,862,11,13,8,919,939,43,16,13,36,1386,929,8,3183,749,35,16,2,7,12,43,917,850,38,25,14,13,11,10,11,14,25,22,-26,-37,74,120,-14,-34,23,26,35,45,13,0,0,21,1245576
2773,11,8,56,3425,3719,3306,1693,10,7,6,8,21,2519,1939,72,60,1817,869,12,4,13,917,937,45,16,20,38,1384,928,8,3187,750,40,16,15,8,11,33,911,855,42,28,16,16,12,10,12,15,28,26,-22,-37,73,122,-18,-33,23,26,35,40,13,0,0,21,1245609
2774,12,8,57,3455,3734,3364,1727,10,7,6,0,21,2504,1940,69,57,1838,874,11,4,1,905,925,41,14,12,35,1374,921,8,3176,745,37,14,9,8,10,32,904,853,42,27,16,12,12,9,11,15,27,24,-24,-37,73,124,-22,-33,23,26,35,34,13,0,0,21,1245642
2775,11,8,57,3481,3743,3403,1753,9,4,5,9,21,2519,1964,73,64,1877,895,10,4,12,910,934,44,16,14,38,1384,929,8,3194,754,40,14,9,0,12,33,908,861,39,24,15,12,11,10,10,14,25,22,-28,-37,72,124,-11,-37,23,26,35,29,13,0,0,21,1245675
2776,11,9,58,3496,3748,3443,1774,9,6,5,10,21,2520,1974,73,74,1899,906,10,5,13,907,936,45,16,14,40,1384,932,9,3179,745,37,14,9,7,11,31,900,858,40,26,15,12,12,10,11,13,25,23,-23,-37,74,128,-16,-37,23,26,35,25,13,0,0,21,1245708
